UID	content	so	ti	pl	ps	book
365	講覆水不歸盆、就是這號事、	52	e	48.15	NULL	語苑四
366	伊又更講、	52	e	48.16	NULL	語苑四
367	您母是放棄咱二個出去、	52	e	48.17	NULL	語苑四
368	所致你若是半路遇着您母、	52	e	48.18	NULL	語苑四
369	的確勿叫伊老母、着叫阿姆、	52	e	48.19	NULL	語苑四
370	如此講、阿姆你流目屎哭是怎樣。	52	e	48.2	NULL	語苑四
371	請汝大人、我要愛剪髮、	52	f	21.01	NULL	語苑四
372	不知能准抑無。	52	f	21.02	NULL	語苑四
373	能卻是能准、	52	f	21.03	NULL	語苑四
374	不拘汝實在愛要剪髮是否、	52	f	21.04	NULL	語苑四
375	大人我講給汝聽、	52	f	21.05	NULL	語苑四
376	我已經入監獄十數年久、	52	f	21.06	NULL	語苑四
377	受汝的恩情、	52	f	21.07	NULL	語苑四
378	現時做裁縫第一等的分役、	52	f	21.08	NULL	語苑四
379	或者若是別日給我恩典、	52	f	21.09	NULL	語苑四
380	即有可返去的時、	52	f	21.1	NULL	語苑四
381	猶原是要開裁縫店、	52	f	21.11	NULL	語苑四
382	不拘要交關的人攏是內地人、	52	f	21.12	NULL	語苑四
383	所以即愛要剪髮的嘮。	52	f	21.13	NULL	語苑四
384	汝講如此着、	52	f	22.01	NULL	語苑四
385	裁縫的頭路是將來有望的工藝、	52	f	22.02	NULL	語苑四
386	別日放免的時、	52	f	22.03	NULL	語苑四
387	住城內開裁縫店就的確有趁錢閣。	52	f	22.04	NULL	語苑四
388	尚更頂禮拜日、	52	f	22.05	NULL	語苑四
389	黃玉階先生來監獄教誨的時、	52	f	22.06	NULL	語苑四
390	有與咱講、	52	f	22.07	NULL	語苑四
391	講咱臺灣歸帝國以來文明開化、	52	f	22.08	NULL	語苑四
392	現今不管甚麼事情都攏是進歨發達、	52	f	22.09	NULL	語苑四
393	干乾有一欸無剪髮的事情、	52	f	22.1	NULL	語苑四
394	這是做帝國的臣民的人、	52	f	22.11	NULL	語苑四
395	不止無體面的事。	52	f	22.12	NULL	語苑四
396	實在有影、	52	f	22.13	NULL	語苑四
397	玉階先生的教誨是真正有道理的話、	52	f	22.14	NULL	語苑四
398	先生是有德行有名望、	52	f	22.15	NULL	語苑四
399	阮做官人亦不時在尊敬先生嘮。	52	f	22.16	NULL	語苑四
400	凸風城賢爭庄、	52	f	42.01	NULL	語苑四
401	有二個定愛相賽的、	52	f	42.02	NULL	語苑四
402	一個叫做張三、一個號做李四、	52	f	42.03	NULL	語苑四
403	有一日、兩人夯3鋤頭去巡田水	52	f	42.04	NULL	語苑四
404	、張三豎在自己的田岸頂、	52	f	42.05	NULL	語苑四
405	看着伊隔壁坵的田、	52	f	42.06	NULL	語苑四
406	就嘆大氣在講、噯喝、	52	f	43.01	NULL	語苑四
407	此呢好的田、	52	f	43.02	NULL	語苑四
408	交在別人的手實在是真無彩、	52	f	43.03	NULL	語苑四
409	我若有錢都要與伊買、	52	f	43.04	NULL	語苑四
410	李四應伊講、有影無、	52	f	43.05	NULL	語苑四
411	我一下琢、二個想、	52	f	43.06	NULL	語苑四
412	在要買此坵田、	52	f	43.07	NULL	語苑四
413	何可給汝買、張三就講、	52	f	43.08	NULL	語苑四
414	我干干要買、	52	f	43.09	NULL	語苑四
415	不給汝買、	52	f	43.1	NULL	語苑四
416	兩人相罵遂相掙、	52	f	43.11	NULL	語苑四
417	到尾手、	52	f	43.12	NULL	語苑四
418	李四對張三講、	52	f	43.13	NULL	語苑四
419	因為此號事來相打、	52	f	43.14	NULL	語苑四
420	亦算是大事、	52	f	43.15	NULL	語苑四
421	無過斷就沒條直、	52	f	43.16	NULL	語苑四
422	不拘此庄內、無頭人、	52	f	43.17	NULL	語苑四
423	不如來去見官、	52	f	43.18	NULL	語苑四
424	李四扭張三的手、	52	f	43.19	NULL	語苑四
425	去到衙門、看內底、	52	f	43.2	NULL	語苑四
426	適一個穿長衫的人出來、	52	f	43.21	NULL	語苑四
427	二人料叫是官、就隨跪過落去、	52	f	43.22	NULL	語苑四
428	張三就講、我求一下大老爺、	52	f	43.23	NULL	語苑四
429	請汝聽我分訴、與我辨、	52	f	44.01	NULL	語苑四
430	因為我要買一坵田、是我先買的、	52	f	44.02	NULL	語苑四
431	此個李四是要與我佔去買、	52	f	44.03	NULL	語苑四
432	其起事冤家、真正坳慢、	52	f	44.04	NULL	語苑四
433	李四即講、□鳥汝識無、	52	f	44.05	NULL	語苑四
434	我在想要買是比汝更較久的事情、	52	f	44.06	NULL	語苑四
435	得確不讓汝、	52	f	44.07	NULL	語苑四
436	彼個穿長衫的、聽兩造的話、	52	f	44.08	NULL	語苑四
437	即開嘴問、	52	f	44.09	NULL	語苑四
438	您二個所買的田、在何位？	52	f	44.1	NULL	語苑四
439	二人即講、大老爺、	52	f	44.11	NULL	語苑四
440	都是未買即在相爭、	52	f	44.12	NULL	語苑四
441	若買定着、使冤家、	52	f	44.13	NULL	語苑四
442	彼個穿長衫的、笑笑即講、	52	f	44.14	NULL	語苑四
443	您田都未買、我官嗎都未做、	52	f	44.15	NULL	語苑四
444	等候我官做、	52	f	44.16	NULL	語苑四
445	即與您辨亦沒緩、拂手袖、	52	f	44.17	NULL	語苑四
446	做伊入去、	52	f	45.01	NULL	語苑四
447	即知二人所跑跪的、就是跟班、	52	f	45.02	NULL	語苑四
448	氣一下面烏臭返去、	52	f	45.03	NULL	語苑四
449	後身就知此條事情、笑着能死。	52	f	45.04	NULL	語苑四
450	我聽人講、	52	g	12.01	NULL	語苑四
451	在外口咱本地人要剪髮的較多有影無	52	g	12.02	NULL	語苑四
452	。外口的事情汝那能知呢。	52	g	12.03	NULL	語苑四
453	頂日阮小弟來與我相會面的時、	52	g	12.04	NULL	語苑四
454	有如此講。	52	g	12.05	NULL	語苑四
455	恁本地人與阮內地人平平是帝國	52	g	12.06	NULL	語苑四
456	的臣民此呢久照舊底的款、	52	g	12.07	NULL	語苑四
457	對外國人真羞耻咯。	52	g	12.08	NULL	語苑四
458	汝講如此都着、	52	g	12.09	NULL	語苑四
459	恁大人來了全然文明的設法、	52	g	12.1	NULL	語苑四
460	尚更款待阮犯人此呢好、	52	g	12.11	NULL	語苑四
461	實在是不止歡喜咧。	52	g	12.12	NULL	語苑四
462	汝實在真賢想、要剪髮不止要緊、	52	g	12.13	NULL	語苑四
463	此有稟止、寫汝的號頭與名姓就好。	52	g	12.14	NULL	語苑四
464	此張稟紙我不曾寫、	52	g	12.15	NULL	語苑四
465	此格仔內寫就好是否。	52	g	12.16	NULL	語苑四
466	是、如此好、着當手號。	52	g	12.17	NULL	語苑四
467	唉、拖車的、一把叫緊來。	52	g	31.01	NULL	語苑四
468	嗬來、來咯、請座車、大人要何去。	52	g	31.02	NULL	語苑四
469	我要去大車頭。	52	g	31.03	NULL	語苑四
470	此呢早去是要送行人、	52	g	31.04	NULL	語苑四
471	抑是大人要出外是否。	52	g	31.05	NULL	語苑四
472	無啊、要去迎接昨昏起衫基隆的朋友	52	g	32.01	NULL	語苑四
473	嘮、是如此、到昨昏的大雨、	52	g	32.02	NULL	語苑四
474	今仔日續變好天、不止涼暢嗬。	52	g	32.03	NULL	語苑四
475	是是、噯呀、且等咧、	52	g	32.04	NULL	語苑四
476	我都沒記得夯柺仔來。	52	g	32.05	NULL	語苑四
477	嚄、要怎樣、我空身行倒反去夯來好	52	g	32.06	NULL	語苑四
478	否。如此、汝着訊數倒反去與我夯來	52	g	32.07	NULL	語苑四
479	。(撘車是在車頂等到倦在扒嗄)	52	g	32.08	NULL	語苑四
480	不止晏咯、敢是在半路	52	g	32.09	NULL	語苑四
481	cit4 tho5嗬、彼有影、	52	g	32.1	NULL	語苑四
482	大人看BEI得我的面、	52	g	32.11	NULL	語苑四
483	流汗流到如此、	52	g	32.12	NULL	語苑四
484	何有可cit4 tho5、	52	g	33.01	NULL	語苑四
485	像如此cit4 tho5咯、	52	g	33.02	NULL	語苑四
486	尚傷晏咯、怎樣咯、	52	g	33.03	NULL	語苑四
487	如此我是不止懊惱、	52	g	33.04	NULL	語苑四
488	晇、不使掛意、	52	g	33.05	NULL	語苑四
489	我亦講了較有過頭、沒咯。	52	g	33.06	NULL	語苑四
490	此候不知幾點。敢是六點外嘮。	52	g	33.07	NULL	語苑四
491	如此就無定沒付亦敢。	52	g	33.08	NULL	語苑四
492	的確能付。唉唉、	52	g	33.09	NULL	語苑四
493	彼個是五分前的銒仔是否。	52	g	33.1	NULL	語苑四
494	不是、大人講甚貨、	52	g	33.11	NULL	語苑四
495	彼是賣豆漿的汝知否。	52	g	33.12	NULL	語苑四
496	是如此、汝勿笑、我是較早起來、	52	g	34.01	NULL	語苑四
497	所以真愛睏、	52	g	34.02	NULL	語苑四
498	此候眠眠仔聽見續着驚了。	52	g	34.03	NULL	語苑四
499	到頭幇車、差不多有十五分久了。	52	g	34.04	NULL	語苑四
500	欤如此、到位了垂手、勞力勞力	52	g	34.05	NULL	語苑四
501	、沒咯。汝去買一張入場劵來咧。	52	g	34.06	NULL	語苑四
502	嗬來、此個是五角的嗬。	52	g	34.07	NULL	語苑四
503	是。大人此張單是五錢了、	52	g	34.08	NULL	語苑四
504	五角內面扣五錢起來、	52	g	34.09	NULL	語苑四
505	剩四角半、如此是否、	52	g	34.1	NULL	語苑四
506	大人汝亦着更算着BEI得。	52	g	34.11	NULL	語苑四
507	如此着、無錯、	52	g	35.01	NULL	語苑四
508	工錢兩角銀給汝、如此有到沒。	52	g	35.02	NULL	語苑四
509	有嗬、嚄此呢較加錢給我多謝、	52	g	35.03	NULL	語苑四
510	大人汝要座車返去是否。不是。	52	g	35.04	NULL	語苑四
511	若是如此、汝請汝請。	52	g	35.05	NULL	語苑四
512	啊喲、你這個囝仔何如此講、	52	g	37.01	NULL	語苑四
513	我不是你的老母是怎樣、	52	g	37.02	NULL	語苑四
514	我是你的親生的老母、	52	g	37.03	NULL	語苑四
515	你不叫我老母、	52	g	37.04	NULL	語苑四
516	叫我阿姆是甚事、	52	g	37.05	NULL	語苑四
517	阿爸亦阿爸、攏不知甚麼貨的囝仔、	52	g	37.06	NULL	語苑四
518	叫你如此講是怎樣、	52	g	37.07	NULL	語苑四
519	您阿爸雄恰若虎呢、	52	g	37.08	NULL	語苑四
520	你尚小傼不知甚欸、	52	g	37.09	NULL	語苑四
521	我講到詳細給你聽、	52	g	37.1	NULL	語苑四
522	本是我出去是如此、	52	g	37.11	NULL	語苑四
523	較早您阿爸不是今仔日的欸、	52	g	37.12	NULL	語苑四
524	攏不聽我的話、也攏不聽序大的話、	52	g	37.13	NULL	語苑四
525	各日去酒樓食酒、也暝日賭博、	52	g	37.14	NULL	語苑四
526	攏無一日在得厝、也攏無做工課、	52	g	37.15	NULL	語苑四
527	如此若好額人若浪蕩子亦是無此欸、	52	g	37.16	NULL	語苑四
528	不但如此、座在食山亦崩、	52	g	38.01	NULL	語苑四
529	一日過一日家伙漸漸無去、	52	g	38.02	NULL	語苑四
530	落尾遂無米可煮、	52	g	38.03	NULL	語苑四
531	也無衫可穿、所以無奈何、	52	g	38.04	NULL	語苑四
532	我的粧奩、與金玉器攏總賣人、	52	g	38.05	NULL	語苑四
533	想要糴米買布、如此您阿爸看我有錢	52	g	38.06	NULL	語苑四
534	、隨時強搶去、	52	g	38.07	NULL	語苑四
535	去外口食酒賭博、	52	g	38.08	NULL	語苑四
536	攏無存半個錢返來、	52	g	38.09	NULL	語苑四
537	下昏續無米可煮、	52	g	38.1	NULL	語苑四
538	也顛倒罵我、講是無下落查某咯、	52	g	38.11	NULL	語苑四
539	東西咯、也隨時叫我出去咯、	52	g	38.12	NULL	語苑四
540	如此甚麼人能忍咧、	52	g	38.13	NULL	語苑四
541	若如此無若久、	52	g	38.14	NULL	語苑四
542	咱大家做乞食、	52	g	38.15	NULL	語苑四
543	我也做乞食婆、	52	g	38.16	NULL	語苑四
544	你也想看BEI、甚人能堪咧這慘、	52	g	38.17	NULL	語苑四
545	所以得不的已與伊息、歟、	52	g	38.18	NULL	語苑四
546	您阿爸若無這號、	52	g	38.19	NULL	語苑四
547	我久久麼愛住咱兜、	52	g	38.2	NULL	語苑四
548	我何愛要與伊離緣、所致出來到今、	52	g	38.21	NULL	語苑四
549	無一日無想您二個的事情、	52	g	38.22	NULL	語苑四
550	嗬、遇着暑天、也是寒天、	52	g	38.23	NULL	語苑四
551	也是風雨、暝日定定在想啊啊、	52	g	39.01	NULL	語苑四
552	這候伊在做甚貨、	52	g	39.02	NULL	語苑四
553	也囝仔身軀不知怎樣、	52	g	39.03	NULL	語苑四
554	也有時仔看着別人囝仔又更想、	52	g	39.04	NULL	語苑四
555	啊啊、我的子、也像彼大傼、	52	g	39.05	NULL	語苑四
556	若是我的身邊在得、	52	g	39.06	NULL	語苑四
557	就能顧你的身軀、	52	g	39.07	NULL	語苑四
558	也能給你穿彼呢美衫、	52	g	39.08	NULL	語苑四
559	也能活動cit4 tho5、啊啊	52	g	39.09	NULL	語苑四
560	、阮的母子、前世不知怎樣、	52	g	39.1	NULL	語苑四
561	即能如此、世間亦有真多、	52	g	39.11	NULL	語苑四
562	遇着悽慘、亦沒比咧我的悽慘、	52	g	39.12	NULL	語苑四
563	又我各暗睏、睏亦沒去、	52	g	39.13	NULL	語苑四
564	續夢見、夢着您兩個、半暝起來哭、	52	g	39.14	NULL	語苑四
565	是無稀罕、	52	g	39.15	NULL	語苑四
566	總是別人不知我的心頭悲、	52	g	39.16	NULL	語苑四
567	要叫我嫁別人也叫我去好所在咯、	52	g	39.17	NULL	語苑四
568	如此見時見次、心肝若苦你知不、	52	g	39.18	NULL	語苑四
569	我今一世人、不嫁別人、	52	g	39.19	NULL	語苑四
570	我在想、要去尼姑庵、做尼姑、	52	g	39.2	NULL	語苑四
571	啊啊、想來想去、這悽慘、	52	g	39.21	NULL	語苑四
572	也積德這呢歹、	52	g	40.01	NULL	語苑四
573	是怎樣別人的確無如此。	52	g	40.02	NULL	語苑四
574	暑天的時、大家着較斟酌咧	52	h	30.01	NULL	語苑四
575	不可翕着熱。	52	h	30.02	NULL	語苑四
576	此帮天氣變化無常、飲食起居、	52	h	30.03	NULL	語苑四
577	若無仔細、就能得病。	52	h	30.04	NULL	語苑四
578	人着較活潑咧、盡咱的氣力、	52	h	30.05	NULL	語苑四
579	經營天脚下所有的事業、	52	h	30.06	NULL	語苑四
580	不可畏首畏尾、罔渡過日。	52	h	30.07	NULL	語苑四
581	做事情着較有膽力、不可握驚死、	52	h	30.08	NULL	語苑四
582	放驚飛。	52	h	30.09	NULL	語苑四
583	做官人辦事着公平、	52	h	31.01	NULL	語苑四
584	對百姓着較親切咧。	52	h	31.02	NULL	語苑四
585	做田人不可怠情懶司、	52	h	31.03	NULL	語苑四
586	著照古早人講、	52	h	31.04	NULL	語苑四
587	「日出而作、日入而息」	52	h	31.05	NULL	語苑四
588	即能用得。生理人、	52	h	31.06	NULL	語苑四
589	買賣着照公道、交關往來。	52	h	31.07	NULL	語苑四
590	不可無信用。	52	h	31.08	NULL	語苑四
591	做醫生、着有仁慈的心肝即好、	52	h	31.09	NULL	語苑四
592	不可干乾想要趁錢。	52	h	31.1	NULL	語苑四
593	有一處山頂的宮廟仔、此廟仔內面、	52	h	32.01	NULL	語苑四
594	一個和尚與一個和尚子、	52	h	32.02	NULL	語苑四
595	二個人在住而已、	52	h	32.03	NULL	語苑四
596	和尚是平常真愛食豆腐、	52	h	32.04	NULL	語苑四
597	所以各日都差和尚子去、	52	h	32.05	NULL	語苑四
598	離差不多有一里路的庄裡買豆腐、	52	h	32.06	NULL	語苑四
599	和尚子是各日攜桶子、	52	h	33.01	NULL	語苑四
600	落山去去到庄里就上頭仔到比間厝、	52	h	33.02	NULL	語苑四
601	有一個老大人、	52	h	33.03	NULL	語苑四
602	各日在門口與囝仔作伴在	52	h	33.04	NULL	語苑四
603	cit4 tho5、此和尚子	52	h	33.05	NULL	語苑四
604	對彼間厝面頭前過就叫和尚子講、	52	h	33.06	NULL	語苑四
605	「和尚子汝要去何位」	52	h	33.07	NULL	語苑四
606	「是…我要去橫街嘮」	52	h	33.08	NULL	語苑四
607	「要創甚麼事情」「要去買豆腐」	52	h	33.09	NULL	語苑四
608	翻轉日此和尚子、	52	h	33.1	NULL	語苑四
609	猶原攜桶仔來到庄裡彼個老大人、	52	h	33.11	NULL	語苑四
610	猶原是、	52	h	33.12	NULL	語苑四
611	與囝仔作伴在cit4 tho5、	52	h	33.13	NULL	語苑四
612	此和尚子要過去、	52	h	33.14	NULL	語苑四
613	伊就講、「和尚子汝要何去啊」	52	h	33.15	NULL	語苑四
614	「是…我要去橫街仔」	52	h	34.01	NULL	語苑四
615	「要創甚貨」「要去買豆腐」	52	h	34.02	NULL	語苑四
616	又第二日和尚子經過IN厝面頭前、	52	h	34.03	NULL	語苑四
617	就叫和尚子講、	52	h	34.04	NULL	語苑四
618	「和尚子啊、要何去」	52	h	34.05	NULL	語苑四
619	「要橫街仔」「要創甚」「買豆腐」	52	h	34.06	NULL	語苑四
620	像如此、三翻五覆、	52	h	34.07	NULL	語苑四
621	各日比伊問同款的事情、	52	h	34.08	NULL	語苑四
622	和尚子續淡薄仔怒氣、	52	h	34.09	NULL	語苑四
623	想一絲仔即自己講、	52	h	34.1	NULL	語苑四
624	「緩且是緩且是、	52	h	34.11	NULL	語苑四
625	看有甚麼好法度可給伊落氣一下」	52	h	35.01	NULL	語苑四
626	伊自己在想真久、不拘想攏沒出、	52	h	35.02	NULL	語苑四
627	即返來廟裡、雨和尚參傷講、	52	h	35.03	NULL	語苑四
628	「着着、師傅啊我各日去到庄裡頭	52	h	35.04	NULL	語苑四
629	買豆腐的時候、到彼庄頭、	52	h	35.05	NULL	語苑四
630	有一個老大人、伊就問我講、	52	h	35.06	NULL	語苑四
631	汝要何去、我即應伊講、	52	h	35.07	NULL	語苑四
632	我要去橫街仔、	52	h	35.08	NULL	語苑四
633	伊就更問我講、	52	h	35.09	NULL	語苑四
634	要創甚麼事情、我即應、	52	h	35.1	NULL	語苑四
635	我要去買豆腐此如生問我	52	h	35.11	NULL	語苑四
636	一過抑是二過就我亦無怒氣、	52	h	35.12	NULL	語苑四
637	總是各日如此問我、	52	h	35.13	NULL	語苑四
638	我就是伊看我看不上目所致的、	52	h	35.14	NULL	語苑四
639	所以我即想、	52	h	35.15	NULL	語苑四
640	看有甚麼好法度可給伊落氣抑無、	52	h	35.16	NULL	語苑四
641	想了真久、攏無好法度、	52	h	35.17	NULL	語苑四
642	請汝與我手夯較高咧」	52	h	35.18	NULL	語苑四
643	和尚聽了即髓笑隨講	52	h	36.01	NULL	語苑四
644	「我掠准是甚麼事情呢、	52	h	36.02	NULL	語苑四
645	干乾而已如此而已是否、汝免掛意、	52	h	36.03	NULL	語苑四
646	汝明仔早若是要更去買豆腐的時候、	52	h	36.04	NULL	語苑四
647	伊若是問汝要去何位的時候、	52	h	36.05	NULL	語苑四
648	汝即與伊講、	52	h	36.06	NULL	語苑四
649	我是要去西方極樂淨土如此應就好」	52	h	36.07	NULL	語苑四
650	「好好、今能曉咧、如此就好	52	h	36.08	NULL	語苑四
651	、真勞力汝」	52	h	36.09	NULL	語苑四
652	此和尚子歡喜到跳踋動手、	52	h	36.1	NULL	語苑四
653	在等候明仔早起、	52	h	36.11	NULL	語苑四
654	到翻轉日就此和尚歡喜在想、	52	h	36.12	NULL	語苑四
655	今仔日是得確要給伊落氣一下、	52	h	36.13	NULL	語苑四
656	猶原攜桶仔落山去來到庄裡、	52	h	36.14	NULL	語苑四
657	彼個老大人猶原在門口	52	h	36.15	NULL	語苑四
658	與囝仔作伴在cit4 tho5、	52	h	36.16	NULL	語苑四
659	此和尚子在要過去就叫和尚子講、	52	h	36.17	NULL	語苑四
660	「和尚子汝要何去」	52	h	37.01	NULL	語苑四
661	此時和尚子世紀在心肝內面熟瑠瑠、	52	h	37.02	NULL	語苑四
662	續出真大聲講、	52	h	37.03	NULL	語苑四
663	「是…我是要去西方即樂淨土的嘮」	52	h	37.04	NULL	語苑四
664	老大人就更問、講、	52	h	37.05	NULL	語苑四
665	「歟如此、要創甚貨啊」	52	h	37.06	NULL	語苑四
666	和尚子是無張無持續講、	52	h	37.07	NULL	語苑四
667	「要去買豆腐就是」(好笑啊好笑)	52	h	37.08	NULL	語苑四
668	在早有所在、	52	h	46.01	NULL	語苑四
669	有一個阿公與伊的子孫在得、	52	h	46.02	NULL	語苑四
670	有一日三人同卓食飯、	52	h	46.03	NULL	語苑四
671	彼個孫真歹、	52	h	46.04	NULL	語苑四
672	不食飯干乾要食菜、卓頂的菜、	52	h	46.05	NULL	語苑四
673	各項都挾去食、	52	h	46.06	NULL	語苑四
674	菜湯滴到滿卓恁公與伊罵一下、	52	h	46.07	NULL	語苑四
675	IN孫不聽、	52	h	46.08	NULL	語苑四
676	恁公即怒氣與伊打一下、	52	h	46.09	NULL	語苑四
677	彼個囝仔的老父看見	52	h	46.1	NULL	語苑四
678	IN老父在打IN子、甚然不甘、	52	h	46.11	NULL	語苑四
679	想要為IN子與IN老父計較、	52	h	46.12	NULL	語苑四
680	不拘如此亦真歹勢即不敢	52	h	46.13	NULL	語苑四
681	若是不與伊計較呢、	52	h	47.01	NULL	語苑四
682	IN子干乾被伊打去、	52	h	47.02	NULL	語苑四
683	連鞭就想出一個法度、	52	h	47.03	NULL	語苑四
684	對自己的頭殼一直打、	52	h	47.04	NULL	語苑四
685	彼時恁老父、看見IN子在自己打、	52	h	47.05	NULL	語苑四
686	不知為甚麼事情如此、即問伊講、	52	h	47.06	NULL	語苑四
687	無、汝是在狂不是、	52	h	47.07	NULL	語苑四
688	怎樣仔即如此在打自己、	52	h	47.08	NULL	語苑四
689	IN後生即應伊講、汝都打阮後生、	52	h	47.09	NULL	語苑四
690	更問我甚事情。	52	h	47.1	NULL	語苑四
691	做學生、着專心勤學、	52	i	25.01	NULL	語苑四
692	不可怠惰放肆、廢了學業。	52	i	25.02	NULL	語苑四
693	與人接接、着有信義即好、	52	i	25.03	NULL	語苑四
694	不可易反易覆、誤人的事情。	52	i	25.04	NULL	語苑四
695	交朋友、着選人即好、	52	i	25.05	NULL	語苑四
696	若濫糝交、能累着身。	52	i	25.06	NULL	語苑四
697	做人的序大、教子着有法度、	52	i	25.07	NULL	語苑四
698	不可無教無示、放給伊放縱。	52	i	25.08	NULL	語苑四
699	富豪人、凡公益的事情、	52	i	26.01	NULL	語苑四
700	着教熱心咧、	52	i	26.02	NULL	語苑四
701	不可一毫不拔、干乾顧自己。	52	i	26.03	NULL	語苑四
702	無錢人、不可面細苑人大踋尻、	52	i	26.04	NULL	語苑四
703	着守己本分、認真做綱紀。	52	i	26.05	NULL	語苑四
704	富豪子、不可能曉開、	52	i	26.06	NULL	語苑四
705	沒曉守、着想序大人、	52	i	26.07	NULL	語苑四
706	創業艱苦的所在。	52	i	26.08	NULL	語苑四
707	教育者、着知有一點熱忱的心、	52	i	26.09	NULL	語苑四
708	教育即有效力。	52	i	26.1	NULL	語苑四
709	台灣的學校、着設較多咧、	52	i	26.11	NULL	語苑四
710	若無、台灣人學問沒發達。	52	i	26.12	NULL	語苑四
711	本島人、各個都着都著學國語、	52	i	26.13	NULL	語苑四
712	若不識國語、無國民的資格。	52	i	27.01	NULL	語苑四
713	內地人、着知台灣話、若不識台灣話	52	i	27.02	NULL	語苑四
714	、意思沒得疏通。	52	i	27.03	NULL	語苑四
715	臺灣的無賴漢着除、	52	i	27.04	NULL	語苑四
716	若無除、社會沒得安靜。	52	i	27.05	NULL	語苑四
717	錢糧是歸典主去納、	52	i	28.01	NULL	語苑四
718	業主無干係。家事攏歸查某人料理。	52	i	28.02	NULL	語苑四
719	現在各項都貴抑賤。	52	i	28.03	NULL	語苑四
720	汝講無公道、價錢傷貴。	52	i	28.04	NULL	語苑四
721	此個意思、汝講給我聽。	52	i	28.05	NULL	語苑四
722	叫伊叫到幾那次、亦攏不來、	52	i	28.06	NULL	語苑四
723	是按怎樣。	52	i	28.07	NULL	語苑四
724	汝要來領錢、着開單來較好。	52	i	28.08	NULL	語苑四
725	我今仔日飲水飲到腹肚內∣∣吼。	52	i	29.01	NULL	語苑四
